id,question_id,item_type,item_key,parent_key,label,value,sort_order,correct_value,correct_order,is_correct
q090_c,q090,choice,C,,C. Azure AI言語,C,3,,,True
q090_d,q090,choice,D,,D. Azure AI翻訳,D,4,,,False
q091_blank_1,q091,dropdown_blank,select01,,道路標識を識別し、それぞれの道路標識の簡単な説明を生成します:<select01>。,,1,Azure AI Vision,,
q091_blank_2,q091,dropdown_blank,select02,,説明を分析して、さまざまな種類の道路標識と、それぞれの種類の出現頻度に関するレポートを生成します:<select02>。,,2,Azure AI Phi-3-mini,,
q091_opt_1_1,q091,dropdown_option,opt1_1,select01,Azure AI Document Intelligence,Azure AI Document Intelligence,1,,,
q091_opt_1_2,q091,dropdown_option,opt1_2,select01,Azure AI Phi-3-mini,Azure AI Phi-3-mini,2,,,
q091_opt_1_3,q091,dropdown_option,opt1_3,select01,Azure AI Vision,Azure AI Vision,3,,,
q091_opt_1_4,q091,dropdown_option,opt1_4,select01,Azure OpenAI GPT-4-Turbo,Azure OpenAI GPT-4-Turbo,4,,,
q091_opt_2_1,q091,dropdown_option,opt2_1,select02,Azure AI Document Intelligence,Azure AI Document Intelligence,1,,,
q091_opt_2_2,q091,dropdown_option,opt2_2,select02,Azure AI Phi-3-mini,Azure AI Phi-3-mini,2,,,
q091_opt_2_3,q091,dropdown_option,opt2_3,select02,Azure AI Vision,Azure AI Vision,3,,,
q091_opt_2_4,q091,dropdown_option,opt2_4,select02,Azure OpenAI GPT-4-Turbo,Azure OpenAI GPT-4-Turbo,4,,,
q092_blank_1,q092,dropdown_blank,select01,,<select01>,,1,ChatCompletionsOptions(),,
q092_blank_2,q092,dropdown_blank,select02,,<select02>,,2,AzureCognitiveSearchChatExtensionConfiguration,,
q092_opt_1_1,q092,dropdown_option,opt1_1,select01,ChatCompletionsOptions(),ChatCompletionsOptions(),1,,,
q092_opt_1_2,q092,dropdown_option,opt1_2,select01,CompletionsOptions(),CompletionsOptions(),2,,,
q092_opt_1_3,q092,dropdown_option,opt1_3,select01,StreamingChatCompletions(),StreamingChatCompletions(),3,,,
q092_opt_2_1,q092,dropdown_option,opt2_1,select02,AzureChatExtensionConfiguration,AzureChatExtensionConfiguration,1,,,
q092_opt_2_2,q092,dropdown_option,opt2_2,select02,AzureChatExtensionsOptions,AzureChatExtensionsOptions,2,,,
q092_opt_2_3,q092,dropdown_option,opt2_3,select02,AzureCognitiveSearchChatExtensionConfiguration,AzureCognitiveSearchChatExtensionConfiguration,3,,,
q093_a,q093,choice,A,,A. オンライントランザクション処理（OLTP）,A,1,,,False
q093_b,q093,choice,B,,B. オンライン分析処理（OLAP）,B,2,,,True
q093_c,q093,choice,C,,C. バッチ処理,C,3,,,False
q093_d,q093,choice,D,,D. ストリーム処理,D,4,,,False
q094_s1,q094,statement,S1,,解決策: Language Studio から、chitchat ソースを qna_chitchit_friindly.tsv に変更し、モデルを再トレーニングして再公開します。,,1,,,False
q095_1,q095,drag_item,1,,Custom Vision ポータルからプロジェクトを開きます。,1,1,,1.0,
q095_2,q095,drag_item,2,,Azure Machine Learning Studio からワークスペースを開きます。,2,2,,,
q095_3,q095,drag_item,3,,Vison Studio からプロジェクトを開きます。,3,3,,,
q095_4,q095,drag_item,4,,新製品のサンプル画像をアップロードします。,4,4,,2.0,
q095_5,q095,drag_item,5,,サンプル画像にラベルを付けます。,5,5,,3.0,
q095_6,q095,drag_item,6,,モデルを再トレーニングします。,6,6,,4.0,
q095_7,q095,drag_item,7,,モデルを公開します。,7,7,,5.0,
q096_s1,q096,statement,S1,,このコードは、基盤となるストレージ層に UserProfile オブジェクトを作成し、管理します。,,1,,,True
q096_s2,q096,statement,S2,,このコードは、基盤となるストレージ層に ConversationData オブジェクトを作成し、管理します。,,2,,,True
q096_s3,q096,statement,S3,,UserProfile オブジェクトと ConversationData オブジェクトは、Bot Framework ランタイムが終了しても保持されます。,,3,,,False
q097_blank_1,q097,dropdown_blank,select01,,<select01>,,1,AnalyzeTextOptions(text);,,
q097_blank_2,q097,dropdown_blank,select02,,<select02>,,2,client.AnalyzeText(request),,
q097_opt_1_1,q097,dropdown_option,opt1_1,select01,AnalyzeText(text);,AnalyzeText(text);,1,,,
q097_opt_1_2,q097,dropdown_option,opt1_2,select01,AnalyzeTextOptions(text);,AnalyzeTextOptions(text);,2,,,
q097_opt_1_3,q097,dropdown_option,opt1_3,select01,AnalyzeImanage(text);,AnalyzeImanage(text);,3,,,
q097_opt_1_4,q097,dropdown_option,opt1_4,select01,client.AnalizeText(text);,client.AnalizeText(text);,4,,,
q097_opt_2_1,q097,dropdown_option,opt2_1,select02,AnalyzeImage(request),AnalyzeImage(request),1,,,
q097_opt_2_2,q097,dropdown_option,opt2_2,select02,client.AnalyzeImage(request),client.AnalyzeImage(request),2,,,
q097_opt_2_3,q097,dropdown_option,opt2_3,select02,client.AnalyzeText(request),client.AnalyzeText(request),3,,,
q097_opt_2_4,q097,dropdown_option,opt2_4,select02,request.Analyzeimage(Client),request.Analyzeimage(Client),4,,,
q098_a,q098,choice,A,,A. 顔,A,1,,,False
q098_b,q098,choice,B,,B. コンピュータービジョン,B,2,,,True
q098_c,q098,choice,C,,C. Azure Video Analyzer for Media (旧称 Video indexer),C,3,,,False
q099_a,q099,choice,A,,A. SOL言語のバリアントを使用して、データが照会および操作されます,A,1,,,True
q099_b,q099,choice,B,,B. テーブル間の依存関係の欠如,B,2,,,False
q099_c,q099,choice,C,,C. 柔軟なデータ構造,C,3,,,False
q099_d,q099,choice,D,,D. 大量の重複データ,D,4,,,False
q100_blank_1,q100,dropdown_blank,select01,,<select01> を使用して Al1 へのアクセスを提供します。,,1,A bearer token,,
q100_blank_2,q100,dropdown_blank,select02,,<select02> を使用してデプロイメントに接続します。,,2,A deployment name,,
q100_opt_1_1,q100,dropdown_option,opt1_1,select01,An API Key,An API Key,1,,,
q100_opt_1_2,q100,dropdown_option,opt1_2,select01,A bearer token,A bearer token,2,,,
q100_opt_1_3,q100,dropdown_option,opt1_3,select01,A shared access signature(SAS) token.,A shared access signature(SAS) token.,3,,,
q100_opt_2_1,q100,dropdown_option,opt2_1,select02,An API Key,An API Key,1,,,
q100_opt_2_2,q100,dropdown_option,opt2_2,select02,A depoloyment endpoint,A depoloyment endpoint,2,,,
q100_opt_2_3,q100,dropdown_option,opt2_3,select02,A deployment name,A deployment name,3,,,
q100_opt_2_4,q100,dropdown_option,opt2_4,select02,A deployment type,A deployment type,4,,,
q101_a,q101,choice,A,,A. アイデンティティ,A,1,,,False
q101_b,q101,choice,B,,B. キーとエンドポイント,B,2,,,True
q101_c,q101,choice,C,,C. プロパティ,C,3,,,False
q101_d,q101,choice,D,,D. ネットワーキング,D,4,,,False
q102_s1,q102,statement,S1,,解決策: Content Safety Studio から、テキスト コンテンツのモデレート機能を使用してテストを実行します。,,1,,,True
q103_a,q103,choice,A,,A. 言語,A,1,,,False
q103_b,q103,choice,B,,B. スピーチ,B,2,,,False
q103_c,q103,choice,C,,C. Azure コグニティブ サービス,C,3,,,True
q103_d,q103,choice,D,,D. コンテンツモデレーター,D,4,,,False
q104_drag_1,q104,drag_item,1,,カテゴリー別に画像をアップロードします。,1,1,,,
q104_drag_2,q104,drag_item,2,,タグの提案を取得します。,2,2,,2,
q104_drag_3,q104,drag_item,3,,すべての画像をアップロードします。,3,3,,1,
q104_drag_4,q104,drag_item,4,,画像をローカルのカテゴリーフォルダにグループ化します。,4,4,,,
q104_drag_5,q104,drag_item,5,,提案を確認し、タグを確定します。,5,5,,3,
q104_drag_6,q104,drag_item,6,,画像に手動でタグを付けます。,6,6,,,
q105_s1,q105,statement,S1,,このコードは、検出された各ブランドの名前を75%以上の信頼度で返します。,,1,,,True
q105_s2,q105,statement,S2,,このコードは、表示されているブランドのブランドロゴを含む四角形の左下隅の座標を返します。,,2,,,False
q105_s3,q105,statement,S3,,このコードは、表示されているブランドのブランドロゴを含む四角形の右下隅の座標を返します。,,3,,,False
q106_a,q106,choice,A,,A. サブスクリプションキーとクライアントトレースID,A,1,,,False
q106_b,q106,choice,B,,B. サブスクリプションキー、サブスクリプションリージョン、コンテンツタイプ,B,2,,,True
q106_c,q106,choice,C,,C. リソースIDとコンテンツ言語,C,3,,,False
q106_d,q106,choice,D,,D. アクセス制御要求、コンテンツタイプ、コンテンツの長さ,D,4,,,False
q107_s1,q107,statement,S1,,解決策: Content Safety Studio から、オンライン アクティビティの監視機能を使用してテストを実行します。,,1,,,False
q108_blank_1,q108,dropdown_blank,select01,,<select01>,,1,CreateFunctionFromPrompt,,
q108_blank_2,q108,dropdown_blank,select02,,<select02>,,2,FunctionChoiceBehaviour.Required,,
q108_opt_1_1,q108,dropdown_option,opt1_1,select01,CreateFunctionFromMethod,CreateFunctionFromMethod,1,,,
q108_opt_1_2,q108,dropdown_option,opt1_2,select01,CreateFunctionFromPrompt,CreateFunctionFromPrompt,2,,,
q108_opt_1_3,q108,dropdown_option,opt1_3,select01,CreatePluginFromFunctions,CreatePluginFromFunctions,3,,,
q108_opt_2_1,q108,dropdown_option,opt2_1,select02,FunctionChoiceBehaviour.Auto,FunctionChoiceBehaviour.Auto,1,,,
q108_opt_2_2,q108,dropdown_option,opt2_2,select02,FunctionChoiceBehaviour.None,FunctionChoiceBehaviour.None,2,,,
q108_opt_2_3,q108,dropdown_option,opt2_3,select02,FunctionChoiceBehaviour.Required,FunctionChoiceBehaviour.Required,3,,,
q109_blank_1,q109,dropdown_blank,select01,,<select01>,,1,ContentSafetyClient,,
q109_blank_2,q109,dropdown_blank,select02,,<select02>,,2,AnalyzeTextOptions,,
q109_opt_1_1,q109,dropdown_option,opt1_1,select01,AnalyzeTextOptions,AnalyzeTextOptions,1,,,
q109_opt_1_2,q109,dropdown_option,opt1_2,select01,BlocklistClient,BlocklistClient,2,,,
q109_opt_1_3,q109,dropdown_option,opt1_3,select01,ContentSafetyClient,ContentSafetyClient,3,,,
q109_opt_1_4,q109,dropdown_option,opt1_4,select01,TextCategoriesAnalysis,TextCategoriesAnalysis,4,,,
q109_opt_2_1,q109,dropdown_option,opt2_1,select02,AddorUpdateTextBlocklistItemsOptions,AddorUpdateTextBlocklistItemsOptions,1,,,
q109_opt_2_2,q109,dropdown_option,opt2_2,select02,AnalyzeTextOptions,AnalyzeTextOptions,2,,,
q109_opt_2_3,q109,dropdown_option,opt2_3,select02,TextBlockListMatch,TextBlockListMatch,3,,,
q109_opt_2_4,q109,dropdown_option,opt2_4,select02,TextCategoriesAnalysis,TextCategoriesAnalysis,4,,,
q110_blank_1,q110,dropdown_blank,select01,,<select01>,,1,"TranslateAsync(targetLanguage, input)",,
q110_blank_2,q110,dropdown_blank,select02,,<select02>,,2,"{translation?.Translations?[0]?.Text}.""",,
q110_opt_1_1,q110,dropdown_option,opt1_1,select01,"Translate(targetLanguage, input)","Translate(targetLanguage, input)",1,,,
q110_opt_1_2,q110,dropdown_option,opt1_2,select01,"TranslateAsync(targetLanguage, input)","TranslateAsync(targetLanguage, input)",2,,,
q110_opt_1_3,q110,dropdown_option,opt1_3,select01,TranslationRecognizer,TranslationRecognizer,3,,,
q110_opt_2_1,q110,dropdown_option,opt2_1,select02,translations.Value'.,translations.Value'.,1,,,
q110_opt_2_2,q110,dropdown_option,opt2_2,select02,translations[0].text.,translations[0].text.,2,,,
q110_opt_2_3,q110,dropdown_option,opt2_3,select02,{Translations.Text}.,{Translations.Text}.,3,,,
q110_opt_2_4,q110,dropdown_option,opt2_4,select02,"{translation?.Translations?[0]?.Text}.""","{translation?.Translations?[0]?.Text}.""",4,,,
q111_s1,q111,statement,S1,,選択されたモデルは、意図したユースケースに適しています。,,1,,,False
q111_s2,q111,statement,S2,,テキストコンテンツは70%以上の信頼度で認識されました。,,2,,,True
q111_s3,q111,statement,S3,,フォーム要素は70%以上の信頼度で認識されました。,,3,,,False
q112_b1,q112,dropdown_blank,select01,,<select01>,,1,Batch,,
q112_b2,q112,dropdown_blank,select02,,<select02>,,2,Streaming,,
q112_b3,q112,dropdown_blank,select03,,<select03>,,3,Batch,,
q112_o1,q112,dropdown_option,opt1,select01,Batch,Batch,1,,,
q112_o2,q112,dropdown_option,opt2,select01,Streaming,Streaming,2,,,
q112_o3,q112,dropdown_option,opt3,select02,Batch,Batch,1,,,
q112_o4,q112,dropdown_option,opt4,select02,Streaming,Streaming,2,,,
q112_o5,q112,dropdown_option,opt5,select03,Batch,Batch,1,,,
q112_o6,q112,dropdown_option,opt6,select03,Streaming,Streaming,2,,,
q113_s1,q113,statement,S1,,このコードは顔認識を実行します。,,1,,,False
q113_s2,q113,statement,S2,,このコードはタグとそれに関連付けられた信頼度をリストします。,,2,,,True
q113_s3,q113,statement,S3,,このコードはローカルファイルシステムから画像ファイルを読み取ります。,,3,,,True
q114_a,q114,choice,A,,A. 1 GB,A,1,,,False
q114_b,q114,choice,B,,B. 10GB,B,2,,,False
q114_c,q114,choice,C,,C. 100GB,C,3,,,True
q114_d,q114,choice,D,,D. 1TB,D,4,,,False
q115_a,q115,choice,A,,A.耐久性,A,1,,,False
q115_b,q115,choice,B,,B.原子論,B,2,,,False
q115_c,q115,choice,C,,C.一貫性,C,3,,,False
q115_d,q115,choice,D,,D.分離,D,4,,,True
q116_a,q116,choice,A,,A.円柱状,A,1,,,False
q116_b,q116,choice,B,,B. キー/値,B,2,,,False
q116_c,q116,choice,C,,C. ドキュメント,C,3,,,False
q116_d,q116,choice,D,,D. オブジェクト,D,4,,,True
q117_drag_1,q117,drag_item,1,,新しい言語サービスインスタンスから、プロジェクトファイルをインポートします。,1,1,,2,
q117_drag_2,q117,drag_item,2,,新しい言語サービスインスタンスから、カスタムテキスト分類を有効にします。,2,2,,,
q117_drag_3,q117,drag_item,3,,新しい言語サービスインスタンスから、プロジェクトをトレーニングして公開します。,3,3,,3,
q117_drag_4,q117,drag_item,4,,元の言語サービスインスタンスから、既存のプロジェクトをエクスポートします。,4,4,,1,
q117_drag_5,q117,drag_item,5,,新しい言語サービスインスタンスから、キーを再生成します。,5,5,,,
q117_drag_6,q117,drag_item,6,,元の言語サービスインスタンスから、モデルをトレーニングして公開します。,6,6,,,
q118_a,q118,choice,A,,A. 検索サービス貢献者,A,1,,,False
q118_b,q118,choice,B,,B. Cognitive Services OpenAI 貢献者,B,2,,,True
q118_c,q118,choice,C,,C. Cognitive Services コントリビューター,C,3,,,False
q118_d,q118,choice,D,,D. 検索インデックス データ コントリビューター,D,4,,,False
q119_a,q119,choice,A,,A. 取り消す,A,1,,,False
q119_b,q119,choice,B,,B.更新,B,2,,,True
q119_c,q119,choice,C,,C. ドロップ,C,3,,,False
q119_d,q119,choice,D,,D. 作成,D,4,,,False
q120_a,q120,choice,A,,A. エクセル,A,1,,,True
q120_b,q120,choice,B,,B. TSV,B,2,,,True
q120_c,q120,choice,C,,C. JSON,C,3,,,False
q120_d,q120,choice,D,,D. 読み取り,D,4,,,False
q120_e,q120,choice,E,,E. CSV,E,5,,,False
q121_drag_1,q121,drag_item,1,,ドキュメントクラッキング,1,1,,1,
q121_drag_2,q121,drag_item,2,,スキルセット実行,2,2,,3,
q121_drag_3,q121,drag_item,3,,インデックスへのプッシュ,3,3,,5,
q121_drag_4,q121,drag_item,4,,出力フィールドマッピング,4,4,,4,
q121_drag_5,q121,drag_item,5,,フィールドマッピング,5,5,,2,
q122_a,q122,choice,A,,A. ファイル1とファイル2のみ,A,1,,,True
q122_b,q122,choice,B,,B. ファイル2、ファイル4、ファイル5のみ,B,2,,,False
q122_c,q122,choice,C,,C. ファイル1、ファイル2、ファイル4のみ,C,3,,,False
q122_d,q122,choice,D,,D. ファイル1とファイル5のみ,D,4,,,False
q122_e,q122,choice,E,,E. ファイル1、ファイル2、ファイル3、ファイル4、ファイル5,E,5,,,False
q123_a,q123,choice,A,,A. ファイル1.pdf とファイル3.docx のみ,A,1,,,False
q123_b,q123,choice,B,,B. File1.pdf、File2jpg、File5.png のみ,B,2,,,False
q123_c,q123,choice,C,,C. File1.pdf、File2.jpg、File3.docxのみ,C,3,,,False
q123_d,q123,choice,D,,D. File1.pdf、File2.jpg、File3.docx、File5.pngのみ,D,4,,,True
q123_e,q123,choice,E,,E. ファイル1.pdf、ファイル2.jpg、ファイル3.docx、ファイル4.webp、ファイル5.png,E,5,,,False
q124_a,q124,choice,A,,A. キーフレーズ抽出,A,1,,,False
q124_b,q124,choice,B,,B. 光学文字認識（OCR）,B,2,,,True
q124_c,q124,choice,C,,C. ドキュメント抽出,C,3,,,False
q124_d,q124,choice,D,,D. 画像解析,D,4,,,False
q125_a,q125,choice,A,,A. コンポーネント,A,1,,,False
q125_b,q125,choice,B,,B. ウォーターフォール,B,2,,,True
q125_c,q125,choice,C,,C. 適応型,C,3,,,False
q125_d,q125,choice,D,,D. アクション,D,4,,,False
q126_a,q126,choice,A,,A. 単変量異常検出,A,1,,,False
q126_b,q126,choice,B,,B. Azure ストリーム分析,B,2,,,False
q126_c,q126,choice,C,,C. Azure Monitor のメトリック アラート,C,3,,,True
q126_d,q126,choice,D,,D. 多変量異常検出,D,4,,,False
q127_blank_1,q127,dropdown_blank,select01,,メッセージをキャプチャするには:<select01>,,1,Speech-to-text,,
q127_blank_2,q127,dropdown_blank,select02,,メッセージを再生するには:<select02>,,2,Text-to-speech and Translator,,
q127_opt_1_1,q127,dropdown_option,opt1_1,select01,Speaker Recognition,Speaker Recognition,1,,,
q127_opt_1_2,q127,dropdown_option,opt1_2,select01,Speech-to-text,Speech-to-text,2,,,
q127_opt_1_3,q127,dropdown_option,opt1_3,select01,Text-to-speech,Text-to-speech,3,,,
q127_opt_1_4,q127,dropdown_option,opt1_4,select01,Translator,Translator,4,,,
q127_opt_2_1,q127,dropdown_option,opt2_1,select02,Speech-to-text only,Speech-to-text only,1,,,
q127_opt_2_2,q127,dropdown_option,opt2_2,select02,Speech-to-text and Language,Speech-to-text and Language,2,,,
q127_opt_2_3,q127,dropdown_option,opt2_3,select02,Speaker Recognition and Language,Speaker Recognition and Language,3,,,
q127_opt_2_4,q127,dropdown_option,opt2_4,select02,Text-to-speech and Language,Text-to-speech and Language,4,,,
q127_opt_2_5,q127,dropdown_option,opt2_5,select02,Text-to-speech and Translator,Text-to-speech and Translator,5,,,
q128_blank_1,q128,dropdown_blank,select01,,Project type:<select01>,,1,Object detection,,
q128_blank_2,q128,dropdown_blank,select02,,Domain:<select02>,,2,General(compact),,
q128_opt_1_1,q128,dropdown_option,opt1_1,select01,Food,Food,1,,,
q128_opt_1_2,q128,dropdown_option,opt1_2,select01,General,General,2,,,
q128_opt_1_3,q128,dropdown_option,opt1_3,select01,General(compact),General(compact),3,,,
q128_opt_1_4,q128,dropdown_option,opt1_4,select01,Image classification,Image classification,4,,,
q128_opt_1_5,q128,dropdown_option,opt1_5,select01,Logo,Logo,5,,,
q128_opt_1_6,q128,dropdown_option,opt1_6,select01,Object detection,Object detection,6,,,
q128_opt_2_1,q128,dropdown_option,opt2_1,select02,Food,Food,1,,,
q128_opt_2_2,q128,dropdown_option,opt2_2,select02,General,General,2,,,
q128_opt_2_3,q128,dropdown_option,opt2_3,select02,General(compact),General(compact),3,,,
q128_opt_2_4,q128,dropdown_option,opt2_4,select02,Image classification,Image classification,4,,,
q128_opt_2_5,q128,dropdown_option,opt2_5,select02,Logo,Logo,5,,,
q128_opt_2_6,q128,dropdown_option,opt2_6,select02,Object detection,Object detection,6,,,
q129_s1,q129,statement,S1,,解決策: service1 とパブリック エンドポイントを新しい仮想ネットワークにデプロイし、Azure Private Link を構成します。,,1,,,True
q130_a,q130,choice,A,,A. テキスト分析,A,1,,,True
q130_b,q130,choice,B,,B. コンテンツモデレーター,B,2,,,False
q130_c,q130,choice,C,,C. コンピュータービジョン,C,3,,,False
q130_d,q130,choice,D,,D. フォーム認識機能,D,4,,,False
q131_select01,q131,dropdown_blank,select01,,<select01>,,1,prebuilt-layout,,
q131_select01_opt1,q131,dropdown_option,opt1,select01,prebuilt-contract,prebuilt-contract,1,,,
q131_select01_opt2,q131,dropdown_option,opt2,select01,prebuilt-document,prebuilt-document,2,,,
q131_select01_opt3,q131,dropdown_option,opt3,select01,prebuilt-layout,prebuilt-layout,3,,,
q131_select01_opt4,q131,dropdown_option,opt4,select01,prebuilt-read,prebuilt-read,4,,,
q131_select02,q131,dropdown_blank,select02,,<select02>,,2,Ocp-Apim-Subscription-Key,,
q131_select02_opt1,q131,dropdown_option,opt1,select02,Key1,Key1,1,,,
q131_select02_opt2,q131,dropdown_option,opt2,select02,Ocp-Apim-Subscription-Key,Ocp-Apim-Subscription-Key,2,,,
q131_select02_opt3,q131,dropdown_option,opt3,select02,Secret,Secret,3,,,
q131_select02_opt4,q131,dropdown_option,opt4,select02,Subscription-Key,Subscription-Key,4,,,
q132_a,q132,choice,A,,A. テキスト埋め込み-ada-002,A,1,,,true
q132_b,q132,choice,B,,B. GPT-4,B,2,,,false
q132_c,q132,choice,C,,C. GPT-35ターボ,C,3,,,false
q132_d,q132,choice,D,,D. GPT-4-32k,D,4,,,false
q133_a,q133,choice,A,,A. az resource link,A,1,,,false
q133_b,q133,choice,B,,B. az account list,B,2,,,false
q133_c,q133,choice,C,,C. az cognitivesservices account network-rule,C,3,,,false
q133_d,q133,choice,D,,D. az congnitiveservices account show,D,4,,,true
q134_a,q134,choice,A,,A. コンテンツモデレーター,A,1,,,false
q134_b,q134,choice,B,,B. フォーム認識機能,B,2,,,false
q134_c,q134,choice,C,,C. コンピュータービジョン,C,3,,,false
q134_d,q134,choice,D,,D. 言語サービス,D,4,,,true
q135_a,q135,choice,A,,A. 機械学習,A,1,,,true
q135_b,q135,choice,B,,B. 正式なパフォーマンス,B,2,,,false
q135_c,q135,choice,C,,C. リスト,C,3,,,false
q135_d,q135,choice,D,,D. パターン.任意,D,4,,,false
q136_select01,q136,dropdown_blank,select01,,<select01>,,1,/contentsafety,,
q136_select01_opt1,q136,dropdown_option,opt1,select01,/contentmoderator,/contentmoderator,1,,,
q136_select01_opt2,q136,dropdown_option,opt2,select01,/contentsafety,/contentsafety,2,,,
q136_select01_opt3,q136,dropdown_option,opt3,select01,/vision,/vision,3,,,
q136_select02,q136,dropdown_blank,select02,,<select02>,,2,/image:analyze,,
q136_select02_opt1,q136,dropdown_option,opt1,select02,/detect,/detect,1,,,
q136_select02_opt2,q136,dropdown_option,opt2,select02,/image:analyze,/image:analyze,2,,,
q136_select02_opt3,q136,dropdown_option,opt3,select02,/ProcessImage,/ProcessImage,3,,,
q137_a,q137,choice,A,,A. 新しいコンピュータビジョンリソース,A,1,,,false
q137_b,q137,choice,B,,B. 無料の（限定的なエンリッチメント）Cognitive Services リソース,B,2,,,true
q137_c,q137,choice,C,,C. Azure Machine Learning パイプライン,C,3,,,false
q137_d,q137,choice,D,,D. S0価格帯を使用する新しいCognitive Servicesリソース,D,4,,,false
q138_a,q138,choice,A,,A. Orchestrator モデルを作成します。,A,1,,,true
q138_b,q138,choice,B,,B. 認識装置/ディスパッチの種類を変更します。,B,2,,,true
q138_c,q138,choice,C,,C. コンポーザー拡張機能を作成します。,C,3,,,false
q138_d,q138,choice,D,,D. WebSocket を有効にします。,D,4,,,false
q138_e,q138,choice,E,,E. カスタム認識機能の JSON ファイルを作成します。,E,5,,,false
q138_f,q138,choice,F,,F. Orchestrator パッケージをインストールします。,F,6,,,true
q139_s1,q139,statement,S1,,このコードは顔認識を実行します。,,1,,,false
q139_s2,q139,statement,S2,,このコードはタグとそれに関連付けられた信頼度を一覧表示します。,,2,,,true
q139_s3,q139,statement,S3,,このコードはローカルファイルシステムからファイルを読み取ります。,,3,,,true
q140_a,q140,choice,A,,A. 予測エンドポイント クエリに show-all-intents=true を追加します。,A,1,,,false
q140_b,q140,choice,B,,B. 音声プライミングを有効にします。,B,2,,,false
q140_c,q140,choice,C,,C. 予測エンドポイント クエリに log=true を追加します。,C,3,,,true
q140_d,q140,choice,D,,D. 感情分析を有効にします。,D,4,,,false
q141_s1,q141,statement,S1,,ストリーム処理は、受信した最新のデータ、または一定期間内のデータにアクセスします。,,1,,,true
q141_s2,q141,statement,S2,,バッチ処理は即時に実行する必要があり、レイテンシは数秒または数ミリ秒単位です。,,2,,,false
q141_s3,q141,statement,S3,,ストリーム処理は、単純な応答関数、集計、またはローリング平均などの計算に使用されます。,,3,,,true
q142_select01,q142,dropdown_blank,select01,,<select01>,,1,Gremlin API,,
q142_select02,q142,dropdown_blank,select02,,<select02>,,2,MongoDB API,,
q142_select03,q142,dropdown_blank,select03,,<select03>,,3,Table API,,
q142_opt1_1,q142,dropdown_option,opt1_1,select01,Cassandra API,Cassandra API,1,,,
q142_opt1_2,q142,dropdown_option,opt1_2,select01,Gremlin API,Gremlin API,2,,,
q142_opt1_3,q142,dropdown_option,opt1_3,select01,MongoDB API,MongoDB API,3,,,
q142_opt1_4,q142,dropdown_option,opt1_4,select01,Table API,Table API,4,,,
q142_opt2_1,q142,dropdown_option,opt2_1,select02,Cassandra API,Cassandra API,1,,,
q142_opt2_2,q142,dropdown_option,opt2_2,select02,Gremlin API,Gremlin API,2,,,
q142_opt2_3,q142,dropdown_option,opt2_3,select02,MongoDB API,MongoDB API,3,,,
q142_opt2_4,q142,dropdown_option,opt2_4,select02,Table API,Table API,4,,,
q142_opt3_1,q142,dropdown_option,opt3_1,select03,Cassandra API,Cassandra API,1,,,
q142_opt3_2,q142,dropdown_option,opt3_2,select03,Gremlin API,Gremlin API,2,,,
q142_opt3_3,q142,dropdown_option,opt3_3,select03,MongoDB API,MongoDB API,3,,,
q142_opt3_4,q142,dropdown_option,opt3_4,select03,Table API,Table API,4,,,
q143_1,q143,drag_item,1,,声優の同意書をWAVファイルでアップロードします。,1,1,,2,
q143_2,q143,drag_item,2,,音声サンプルをWMAファイルでアップロードします。,2,2,,,
q143_3,q143,drag_item,3,,カスタム音声プロジェクトを作成します。,3,3,,1,
q143_4,q143,drag_item,4,,声優の同意書を署名付きPDFファイルでアップロードします。,4,4,,,
q143_5,q143,drag_item,5,,音声データの品質を分析し、特定された問題を解決します。,5,5,,4,
q143_6,q143,drag_item,6,,音声サンプルをMP3ファイルでアップロードします。,6,6,,3,
q143_7,q143,drag_item,7,,ニューラルトレーニング手法を使用してモデルをトレーニングします。,7,7,,5,
q144_a,q144,choice,A,,A. 月別,A,1,,,true
q144_b,q144,choice,B,,B. シカゴ,B,2,,,false
q144_c,q144,choice,C,,C. 雨,C,3,,,false
q144_d,q144,choice,D,,D. 場所,D,4,,,false
q145_select01,q145,dropdown_blank,select01,,<select01>,,1,speechRecognitionLanguage,,
q145_select02,q145,dropdown_blank,select02,,<select02>,,2,addTargetLanguage,,
q145_opt1_1,q145,dropdown_option,opt1_1,select01,addTargetLanguage,addTargetLanguage,1,,,
q145_opt1_2,q145,dropdown_option,opt1_2,select01,speechSynthesisLanguage,speechSynthesisLanguage,2,,,
q145_opt1_3,q145,dropdown_option,opt1_3,select01,speechRecognitionLanguage,speechRecognitionLanguage,3,,,
q145_opt1_4,q145,dropdown_option,opt1_4,select01,voiceName,voiceName,4,,,
q145_opt2_1,q145,dropdown_option,opt2_1,select02,addTargetLanguage,addTargetLanguage,1,,,
q145_opt2_2,q145,dropdown_option,opt2_2,select02,speechSynthesisLanguage,speechSynthesisLanguage,2,,,
q145_opt2_3,q145,dropdown_option,opt2_3,select02,speechRecognitionLanguage,speechRecognitionLanguage,3,,,
q145_opt2_4,q145,dropdown_option,opt2_4,select02,voiceName,voiceName,4,,,
q146_a,q146,choice,A,,A. カスタム モデルをデプロイします。,A,1,,,false
q146_b,q146,choice,B,,B. 読み取りモデルを実装します。,B,2,,,true
q146_c,q146,choice,C,,C. 名刺モデルをv3.0にアップグレードします,C,3,,,false
q146_d,q146,choice,D,,D. 契約モデルを実装する,D,4,,,false
